customerid,gender,seniorcitizen,partner,dependents,tenure,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_label,segmento_antiguedad,score_servicios,ratio_cargo_antiguedad,segmento_valor,flag_contrato_mensual,flag_pago_riesgo,cltv_proyectado_24m,prob_churn,pred_churn,nivel_riesgo
0980-PVMRC,Female,0,Yes,Yes,40,DSL,Month-to-month,Yes,Electronic check,50.85,2036.55,0,No,Maduro (36m+),3,1.27,Alto,1,1,1220.4,0.3096474637461858,0,Bajo
7233-DRTRF,Male,0,Yes,No,63,Fiber optic,Month-to-month,Yes,Electronic check,102.4,6444.05,0,No,Maduro (36m+),4,1.63,Premium,1,1,2457.6,0.6096057396925569,1,Medio
3500-RMZLT,Female,1,No,No,15,Fiber optic,Month-to-month,Yes,Mailed check,96.3,1426.75,1,Yes,En desarrollo (13-36m),4,6.42,Medio,1,0,2311.2,0.7821958383065144,1,Alto
3873-NFTGI,Male,0,No,No,14,DSL,Month-to-month,Yes,Credit card (automatic),55.5,767.55,0,No,En desarrollo (13-36m),1,3.96,Medio,1,0,1332.0,0.45910177922187556,0,Medio
1162-ECVII,Male,1,Yes,No,72,Fiber optic,Two year,Yes,Bank transfer (automatic),109.75,7932.5,0,No,Maduro (36m+),5,1.52,Premium,0,0,2634.0,0.0898945257885364,0,Bajo
7048-GXDAY,Male,0,No,No,39,Fiber optic,Month-to-month,Yes,Electronic check,106.4,4040.65,0,No,Maduro (36m+),4,2.73,Alto,1,1,2553.6,0.6686024704119524,1,Medio
8571-ZCMCX,Female,0,Yes,Yes,47,DSL,Two year,Yes,Credit card (automatic),60.0,2768.65,0,No,Maduro (36m+),5,1.28,Alto,0,0,1440.0,0.06270859382523565,0,Bajo
1169-WCVAK,Male,0,Yes,No,19,Fiber optic,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,0,No,En desarrollo (13-36m),3,4.67,Medio,1,0,2131.2,0.6245487786813034,1,Medio
4548-SDBKE,Female,0,No,No,5,Fiber optic,Month-to-month,Yes,Electronic check,85.2,474.8,1,Yes,Nuevo (0-12m),1,17.04,Bajo,1,1,2044.8,0.881829459449259,1,Alto
8066-POXGX,Female,0,No,No,13,DSL,Month-to-month,Yes,Electronic check,35.1,446.1,1,Yes,En desarrollo (13-36m),1,2.7,Bajo,1,1,842.4,0.6549661110013797,1,Medio
7129-CAKJW,Female,0,No,No,17,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,0,No,En desarrollo (13-36m),1,4.71,Medio,1,0,1921.2,0.4849259968224428,0,Medio
8695-ARGXZ,Male,1,Yes,No,34,Fiber optic,Month-to-month,Yes,Electronic check,75.55,2425.4,0,No,En desarrollo (13-36m),0,2.22,Alto,1,1,1813.2,0.6451046648740781,1,Medio
3570-YUEKJ,Female,0,No,No,42,DSL,Month-to-month,Yes,Electronic check,49.55,2077.95,0,No,Maduro (36m+),1,1.18,Alto,1,1,1189.2,0.3668543610081414,0,Bajo
4143-OOBWZ,Male,0,Yes,No,5,Fiber optic,Month-to-month,Yes,Electronic check,81.3,416.3,1,Yes,Nuevo (0-12m),1,16.26,Bajo,1,1,1951.2,0.8750215514804696,1,Alto
1555-HAPSU,Female,0,Yes,Yes,71,No,Two year,No,Credit card (automatic),23.9,1663.5,0,No,Maduro (36m+),0,0.34,Medio,0,0,573.6,0.004389864422390697,0,Bajo
1697-NVVGY,Male,1,Yes,No,19,DSL,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,0,No,En desarrollo (13-36m),3,3.49,Medio,1,0,1593.6,0.25282885651574255,0,Bajo
7854-EKTJL,Female,0,No,Yes,2,No,Month-to-month,Yes,Electronic check,19.6,35.85,1,Yes,Nuevo (0-12m),0,9.8,Bajo,1,1,470.4,0.25292937073694366,0,Bajo
8464-EETCQ,Male,0,No,No,57,No,Two year,No,Credit card (automatic),18.8,1094.35,0,No,Maduro (36m+),0,0.33,Medio,0,0,451.2,0.09632416390229967,0,Bajo
2419-FSORS,Male,0,Yes,No,72,Fiber optic,Two year,Yes,Electronic check,108.4,7719.5,0,No,Maduro (36m+),5,1.51,Premium,0,1,2601.6,0.1817164641006862,0,Bajo
8132-YPVBX,Female,0,No,No,6,Fiber optic,Month-to-month,Yes,Mailed check,85.95,514.6,0,No,Nuevo (0-12m),2,14.33,Medio,1,0,2062.8,0.8809937080219605,1,Alto
9102-IAYHT,Female,0,Yes,Yes,17,Fiber optic,Month-to-month,Yes,Electronic check,85.45,1451.6,1,Yes,En desarrollo (13-36m),1,5.03,Medio,1,1,2050.8,0.7915256505560927,1,Alto
6754-LZUKA,Male,0,Yes,No,61,DSL,Two year,No,Bank transfer (automatic),80.9,4932.5,0,No,Maduro (36m+),4,1.33,Alto,0,0,1941.6,0.047261854180963354,0,Bajo
3422-LYEPQ,Male,0,Yes,Yes,1,Fiber optic,Month-to-month,Yes,Electronic check,71.0,71.0,1,Yes,Nuevo (0-12m),0,71.0,Bajo,1,1,1704.0,0.9021500340104357,1,Alto
8099-MZPUJ,Male,0,Yes,Yes,48,Fiber optic,Two year,No,Credit card (automatic),111.8,5443.65,0,No,Maduro (36m+),6,2.33,Premium,0,0,2683.2,0.19155242356845625,0,Bajo
0787-LHDYT,Male,0,No,No,16,No,Month-to-month,Yes,Credit card (automatic),20.6,330.25,0,No,En desarrollo (13-36m),0,1.29,Bajo,1,0,494.4,0.22924117172516265,0,Bajo
2642-DTVCO,Male,1,No,No,9,Fiber optic,Month-to-month,Yes,Electronic check,85.05,746.5,1,Yes,Nuevo (0-12m),1,9.45,Medio,1,1,2041.2,0.8629836797097333,1,Alto
0374-IOEGQ,Female,0,No,No,3,DSL,Month-to-month,No,Electronic check,44.6,122.7,0,No,Nuevo (0-12m),0,14.87,Bajo,1,1,1070.4,0.6894186654335073,1,Medio
4361-JEIVL,Male,0,No,Yes,1,DSL,Month-to-month,Yes,Electronic check,44.4,44.4,1,Yes,Nuevo (0-12m),0,44.4,Bajo,1,1,1065.6,0.8013355724879299,1,Alto
3197-NNYNB,Male,0,No,No,65,Fiber optic,Two year,No,Credit card (automatic),105.1,6631.85,0,No,Maduro (36m+),4,1.62,Premium,0,0,2522.4,0.23749273360543774,0,Bajo
3396-DKDEL,Female,0,Yes,Yes,70,Fiber optic,Two year,Yes,Credit card (automatic),115.15,8250.0,0,No,Maduro (36m+),6,1.65,Premium,0,0,2763.6,0.15149462625065369,0,Bajo
1752-OZXFY,Male,0,Yes,No,60,DSL,One year,Yes,Mailed check,59.8,3561.15,0,No,Maduro (36m+),2,1.0,Alto,0,0,1435.2,0.09995661891105975,0,Bajo
9066-QRSDU,Female,0,Yes,No,69,No,One year,Yes,Electronic check,26.3,1763.55,0,No,Maduro (36m+),0,0.38,Medio,0,1,631.2,0.07192591014248202,0,Bajo
9112-WSNPU,Female,1,No,No,35,Fiber optic,Month-to-month,No,Electronic check,70.55,2419.0,0,No,En desarrollo (13-36m),0,2.02,Alto,1,1,1693.2,0.5971865820658239,1,Medio
9867-NNXLC,Female,0,No,No,22,No,Month-to-month,Yes,Mailed check,20.05,470.2,0,No,En desarrollo (13-36m),0,0.91,Bajo,1,0,481.2,0.0877439110328024,0,Bajo
5321-NTRKC,Male,0,Yes,Yes,66,DSL,Two year,No,Bank transfer (automatic),79.85,5234.95,0,No,Maduro (36m+),4,1.21,Premium,0,0,1916.4,0.09454681647341173,0,Bajo
1363-TXLSL,Male,1,Yes,No,1,Fiber optic,Month-to-month,Yes,Electronic check,70.3,70.3,1,Yes,Nuevo (0-12m),0,70.3,Bajo,1,1,1687.2,0.9023861922799,1,Alto
9507-EXLTT,Female,0,Yes,No,1,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,1,Yes,Nuevo (0-12m),1,79.35,Bajo,1,0,1904.4,0.9172286247977134,1,Alto
3161-GETRM,Male,0,Yes,Yes,34,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.05,3097.0,0,No,En desarrollo (13-36m),2,2.65,Alto,1,0,2161.2,0.5517320648971036,1,Medio
0402-OAMEN,Female,0,Yes,Yes,72,No,Two year,No,Bank transfer (automatic),24.45,1709.1,0,No,Maduro (36m+),0,0.34,Medio,0,0,586.8,0.005383401047762718,0,Bajo
6933-VLYFX,Male,0,Yes,Yes,31,DSL,One year,No,Electronic check,59.95,1848.8,0,No,En desarrollo (13-36m),5,1.93,Medio,0,1,1438.8,0.12233518520528026,0,Bajo
6754-WKSHP,Male,0,No,Yes,30,No,One year,No,Bank transfer (automatic),25.35,723.3,0,No,En desarrollo (13-36m),0,0.85,Medio,0,0,608.4,0.09096934480062861,0,Bajo
9846-GKXAS,Female,0,No,No,9,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,1,Yes,Nuevo (0-12m),2,10.09,Medio,1,0,2179.2,0.8734322968240344,1,Alto
6017-PPLPX,Male,0,Yes,Yes,20,Fiber optic,Month-to-month,Yes,Electronic check,70.45,1470.95,1,Yes,En desarrollo (13-36m),0,3.52,Medio,1,1,1690.8,0.7154068516690414,1,Alto
4976-LNFVV,Male,1,Yes,No,19,DSL,Month-to-month,Yes,Credit card (automatic),34.3,577.15,0,No,En desarrollo (13-36m),2,1.81,Medio,1,0,823.2,0.44162819343622783,0,Medio
5055-MGMGF,Female,0,Yes,No,65,Fiber optic,Month-to-month,Yes,Electronic check,105.05,6914.95,0,No,Maduro (36m+),4,1.62,Premium,1,1,2521.2,0.5812480689158924,1,Medio
4641-FROLU,Female,0,Yes,Yes,30,No,Two year,No,Mailed check,19.3,602.9,0,No,En desarrollo (13-36m),0,0.64,Medio,0,0,463.2,0.011907553530424999,0,Bajo
2862-JVEOY,Male,0,No,No,6,No,One year,No,Mailed check,19.15,124.4,0,No,Nuevo (0-12m),0,3.19,Bajo,0,0,459.6,0.02351721272151096,0,Bajo
2969-QWUBZ,Female,0,No,No,2,DSL,Month-to-month,No,Electronic check,51.4,96.8,0,No,Nuevo (0-12m),3,25.7,Bajo,1,1,1233.6,0.6668179232483259,1,Medio
9822-BIIGN,Male,0,Yes,Yes,53,DSL,Month-to-month,No,Electronic check,71.85,3827.9,0,No,Maduro (36m+),3,1.36,Alto,1,1,1724.4,0.29561863489086154,0,Bajo
2077-MPJQO,Male,1,Yes,No,7,Fiber optic,Month-to-month,Yes,Electronic check,75.4,533.05,0,No,Nuevo (0-12m),0,10.77,Medio,1,1,1809.6,0.8289911302292251,1,Alto
1534-OULXE,Female,0,Yes,Yes,61,DSL,One year,Yes,Bank transfer (automatic),49.7,2961.4,0,No,Maduro (36m+),1,0.81,Alto,0,0,1192.8,0.06750993917468358,0,Bajo
7136-RVDTZ,Male,1,No,No,70,DSL,One year,Yes,Electronic check,45.25,3264.45,1,Yes,Maduro (36m+),2,0.65,Alto,0,1,1086.0,0.4150224348984053,0,Medio
2971-SGAFL,Female,0,No,No,13,DSL,Month-to-month,Yes,Electronic check,78.75,995.35,0,No,En desarrollo (13-36m),4,6.06,Medio,1,1,1890.0,0.44566689253430325,0,Medio
1480-IVEVR,Male,1,Yes,No,35,Fiber optic,One year,Yes,Bank transfer (automatic),81.6,2815.25,0,No,En desarrollo (13-36m),1,2.33,Alto,0,0,1958.4,0.17508115753482673,0,Bajo
2905-KFQUV,Female,0,Yes,No,2,Fiber optic,Month-to-month,Yes,Credit card (automatic),70.4,154.8,0,No,Nuevo (0-12m),0,35.2,Bajo,1,0,1689.6,0.8069203169314805,1,Alto
4581-SSPWD,Female,0,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,75.8,246.3,1,Yes,Nuevo (0-12m),0,25.27,Bajo,1,1,1819.2,0.8600364282095053,1,Alto
3370-HXOPH,Female,0,No,No,3,Fiber optic,Month-to-month,No,Electronic check,76.1,257.6,0,No,Nuevo (0-12m),0,25.37,Bajo,1,1,1826.4,0.8093765028711486,1,Alto
9391-YZEJW,Female,0,No,No,62,Fiber optic,One year,Yes,Bank transfer (automatic),94.0,5757.2,0,No,Maduro (36m+),2,1.52,Premium,0,0,2256.0,0.2192763674765279,0,Bajo
9958-MEKUC,Male,0,Yes,Yes,72,Fiber optic,Two year,No,Credit card (automatic),103.95,7517.7,0,No,Maduro (36m+),5,1.44,Premium,0,0,2494.8,0.08824428032100093,0,Bajo
0281-CNTZX,Male,0,Yes,No,63,No,Two year,Yes,Bank transfer (automatic),19.95,1234.8,0,No,Maduro (36m+),0,0.32,Medio,0,0,478.8,0.008012972687896254,0,Bajo
6927-WTFIV,Male,1,No,No,20,Fiber optic,Month-to-month,No,Credit card (automatic),71.3,1389.2,1,Yes,En desarrollo (13-36m),0,3.56,Medio,1,0,1711.2,0.552267531601168,1,Medio
4118-CEVPF,Female,1,No,No,35,Fiber optic,One year,Yes,Bank transfer (automatic),110.8,3836.3,0,No,En desarrollo (13-36m),6,3.17,Alto,0,0,2659.2,0.23104430508701526,0,Bajo
3398-ZOUAA,Male,1,Yes,No,21,Fiber optic,Month-to-month,Yes,Electronic check,69.1,1474.75,1,Yes,En desarrollo (13-36m),0,3.29,Medio,1,1,1658.4,0.6958626524357493,1,Medio
9114-VEPUF,Male,0,Yes,No,62,Fiber optic,One year,No,Electronic check,96.1,6001.45,0,No,Maduro (36m+),3,1.55,Premium,0,1,2306.4,0.29698925671689064,0,Bajo
7876-BEUTG,Female,0,No,No,15,DSL,Month-to-month,Yes,Mailed check,48.8,720.1,0,No,En desarrollo (13-36m),0,3.25,Medio,1,0,1171.2,0.44987398997142747,0,Medio
2338-BQEZT,Female,0,No,No,55,DSL,Month-to-month,Yes,Credit card (automatic),50.55,2832.75,0,No,Maduro (36m+),1,0.92,Alto,1,0,1213.2,0.29704762349720726,0,Bajo
9873-MNDKV,Female,0,No,No,11,DSL,Month-to-month,Yes,Mailed check,44.65,472.25,0,No,Nuevo (0-12m),0,4.06,Bajo,1,0,1071.6,0.4336716110689299,0,Medio
0378-NHQXU,Female,0,Yes,Yes,17,Fiber optic,Month-to-month,No,Electronic check,88.25,1460.65,1,Yes,En desarrollo (13-36m),2,5.19,Medio,1,1,2118.0,0.7443037398218482,1,Alto
8241-JUIQO,Female,0,No,No,61,No,One year,No,Bank transfer (automatic),19.45,1336.35,0,No,Maduro (36m+),0,0.32,Medio,0,0,466.8,0.029095676578651655,0,Bajo
2194-IIQOF,Female,0,Yes,No,71,DSL,Two year,No,Credit card (automatic),89.3,6388.65,0,No,Maduro (36m+),6,1.26,Premium,0,0,2143.2,0.017331765277103738,0,Bajo
4512-ZUIYL,Female,0,No,No,2,Fiber optic,Month-to-month,No,Bank transfer (automatic),70.0,153.05,1,Yes,Nuevo (0-12m),0,35.0,Bajo,1,0,1680.0,0.7581364846227348,1,Alto
9631-RXVJM,Male,0,No,No,35,No,Two year,No,Mailed check,19.25,677.9,0,No,En desarrollo (13-36m),0,0.55,Medio,0,0,462.0,0.01849513233113467,0,Bajo
9584-EXCDZ,Female,0,No,No,17,Fiber optic,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,0,No,En desarrollo (13-36m),0,4.15,Medio,1,0,1692.0,0.4427804622955444,0,Medio
7969-AULMZ,Female,0,No,No,21,Fiber optic,Month-to-month,Yes,Electronic check,97.35,2119.5,1,Yes,En desarrollo (13-36m),2,4.64,Alto,1,1,2336.4,0.8113830881455791,1,Alto
5093-FEGLU,Female,0,Yes,No,47,No,Two year,No,Bank transfer (automatic),19.65,921.55,0,No,Maduro (36m+),0,0.42,Medio,0,0,471.6,0.01542593263349106,0,Bajo
2621-UDNLU,Female,0,Yes,No,3,No,Month-to-month,No,Mailed check,20.85,72.0,0,No,Nuevo (0-12m),0,6.95,Bajo,1,0,500.4,0.27928805577037263,0,Bajo
7526-IVLYU,Male,0,No,No,3,No,Month-to-month,Yes,Mailed check,19.65,68.35,0,No,Nuevo (0-12m),0,6.55,Bajo,1,0,471.6,0.22906252113092418,0,Bajo
2428-HYUNX,Male,1,Yes,No,44,No,Two year,Yes,Credit card (automatic),19.35,847.25,0,No,Maduro (36m+),0,0.44,Medio,0,0,464.4,0.014651243714902604,0,Bajo
9214-EKVXR,Female,0,No,No,1,DSL,Month-to-month,Yes,Mailed check,44.0,44.0,0,No,Nuevo (0-12m),0,44.0,Bajo,1,0,1056.0,0.7304894854994524,1,Alto
3410-MHHUM,Female,0,Yes,Yes,44,Fiber optic,One year,No,Electronic check,94.4,4295.35,0,No,Maduro (36m+),3,2.15,Alto,0,1,2265.6,0.2518955379446235,0,Bajo
0568-ONFPC,Male,0,Yes,Yes,5,No,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,1,Yes,Nuevo (0-12m),0,5.18,Bajo,1,0,621.6,0.46275479268938463,0,Medio
0733-VUNUW,Male,0,No,No,24,DSL,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,1,Yes,En desarrollo (13-36m),1,2.32,Medio,1,0,1335.6,0.3296685390356704,0,Bajo
4550-EVXNY,Female,0,No,Yes,1,Fiber optic,Month-to-month,Yes,Electronic check,69.65,69.65,1,Yes,Nuevo (0-12m),0,69.65,Bajo,1,1,1671.6,0.9427084268263161,1,Alto
2122-YWVYA,Female,0,No,No,18,Fiber optic,Month-to-month,Yes,Electronic check,75.4,1380.4,0,No,En desarrollo (13-36m),1,4.19,Medio,1,1,1809.6,0.6383796895877546,1,Medio
2968-SSGAA,Female,0,No,No,10,Fiber optic,Month-to-month,Yes,Electronic check,100.6,1060.2,1,Yes,Nuevo (0-12m),3,10.06,Medio,1,1,2414.4,0.9077269301733175,1,Alto
2296-DKZFP,Female,0,Yes,No,65,DSL,Two year,No,Bank transfer (automatic),71.0,4386.2,0,No,Maduro (36m+),4,1.09,Alto,0,0,1704.0,0.05930517449682849,0,Bajo
4844-JJWUY,Female,1,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,86.0,86.0,1,Yes,Nuevo (0-12m),2,86.0,Bajo,1,1,2064.0,0.9469059061417507,1,Alto
6777-TGHTM,Female,0,No,No,53,Fiber optic,One year,Yes,Credit card (automatic),106.95,5785.5,1,Yes,Maduro (36m+),4,2.02,Premium,0,0,2566.8,0.49794511015008874,0,Medio
8909-BOLNL,Male,0,No,No,3,No,One year,No,Mailed check,21.2,52.05,0,No,Nuevo (0-12m),0,7.07,Bajo,0,0,508.8,0.04898731872896179,0,Bajo
6603-YRDCJ,Male,0,Yes,No,33,DSL,Two year,Yes,Mailed check,61.05,2018.4,0,No,En desarrollo (13-36m),3,1.85,Alto,0,0,1465.2,0.07821733269748385,0,Bajo
3538-WZPHD,Male,0,No,No,3,DSL,Month-to-month,Yes,Electronic check,29.6,79.45,1,Yes,Nuevo (0-12m),1,9.87,Bajo,1,1,710.4,0.7423929628562981,1,Alto
3229-USWAR,Female,0,No,No,34,DSL,One year,Yes,Bank transfer (automatic),79.95,2727.3,0,No,En desarrollo (13-36m),5,2.35,Alto,0,0,1918.8,0.21028807132236174,0,Bajo
2138-VFAPZ,Female,0,Yes,Yes,14,No,Two year,Yes,Mailed check,19.7,263.65,0,No,En desarrollo (13-36m),0,1.41,Bajo,0,0,472.8,0.01631598150523199,0,Bajo
6131-JLWZM,Female,0,No,No,13,No,Month-to-month,Yes,Mailed check,20.3,275.4,0,No,En desarrollo (13-36m),0,1.56,Bajo,1,0,487.2,0.13836581872847165,0,Bajo
4785-QRJHC,Male,1,Yes,No,46,DSL,One year,Yes,Bank transfer (automatic),59.9,2816.65,1,Yes,Maduro (36m+),5,1.3,Alto,0,0,1437.6,0.168609339264157,0,Bajo
0269-XFESX,Male,0,Yes,Yes,23,No,One year,No,Mailed check,24.35,538.5,0,No,En desarrollo (13-36m),0,1.06,Medio,0,0,584.4,0.047739324202992484,0,Bajo
1709-EJDOX,Female,0,Yes,Yes,47,No,Two year,No,Mailed check,19.75,948.9,0,No,Maduro (36m+),0,0.42,Medio,0,0,474.0,0.02111402842093676,0,Bajo
4316-XCSLJ,Male,0,No,Yes,17,DSL,Month-to-month,Yes,Mailed check,50.3,846.8,0,No,En desarrollo (13-36m),1,2.96,Medio,1,0,1207.2,0.34920892197926284,0,Bajo
8610-WFCJF,Female,0,Yes,Yes,49,Fiber optic,Month-to-month,Yes,Electronic check,95.6,4783.5,1,Yes,Maduro (36m+),2,1.95,Alto,1,1,2294.4,0.6442817794368731,1,Medio
9693-XMUOB,Male,1,Yes,No,59,DSL,Month-to-month,Yes,Electronic check,50.25,2997.45,0,No,Maduro (36m+),3,0.85,Alto,1,1,1206.0,0.40416988492498873,0,Medio
0383-CLDDA,Female,0,No,No,69,DSL,Two year,Yes,Credit card (automatic),85.35,5897.4,0,No,Maduro (36m+),5,1.24,Premium,0,0,2048.4,0.03152265045634001,0,Bajo
4905-JEFDW,Male,0,No,No,11,DSL,One year,Yes,Electronic check,41.6,470.6,1,Yes,Nuevo (0-12m),2,3.78,Bajo,0,1,998.4,0.3372099375912685,0,Bajo
2709-UQGNP,Male,0,No,No,10,DSL,Month-to-month,Yes,Mailed check,51.65,524.5,0,No,Nuevo (0-12m),1,5.17,Medio,1,0,1239.6,0.37854068116711675,0,Bajo
3549-ZTMNH,Male,0,Yes,Yes,12,No,Two year,Yes,Bank transfer (automatic),24.0,269.65,0,No,Nuevo (0-12m),0,2.0,Bajo,0,0,576.0,0.041476327926872524,0,Bajo
7881-INRLC,Male,0,No,No,45,Fiber optic,Month-to-month,Yes,Credit card (automatic),100.85,4740.0,1,Yes,Maduro (36m+),3,2.24,Alto,1,0,2420.4,0.6684555998803827,1,Medio
8033-ATFAS,Female,0,Yes,Yes,39,DSL,Month-to-month,Yes,Mailed check,59.85,2341.5,0,No,Maduro (36m+),2,1.53,Alto,1,0,1436.4,0.2114881969840208,0,Bajo
1635-NZATJ,Male,1,Yes,No,71,No,Two year,No,Credit card (automatic),25.45,1789.65,0,No,Maduro (36m+),0,0.36,Medio,0,0,610.8,0.011819255238361727,0,Bajo
0562-HKHML,Male,0,Yes,Yes,71,No,Two year,No,Credit card (automatic),23.9,1626.4,0,No,Maduro (36m+),0,0.34,Medio,0,0,573.6,0.004462767866583435,0,Bajo
8277-RVRSV,Female,0,Yes,Yes,33,No,One year,No,Credit card (automatic),24.15,800.3,0,No,En desarrollo (13-36m),0,0.73,Medio,0,0,579.6,0.0455189880214337,0,Bajo
9943-VSZUV,Male,1,No,No,67,Fiber optic,Month-to-month,Yes,Mailed check,75.7,5060.85,0,No,Maduro (36m+),0,1.13,Premium,1,0,1816.8,0.22128030430319764,0,Bajo
0117-LFRMW,Male,0,Yes,Yes,37,DSL,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,1,Yes,Maduro (36m+),3,1.09,Medio,1,0,964.8,0.39907864169953583,0,Bajo
6172-FECYY,Male,0,Yes,Yes,49,Fiber optic,Month-to-month,No,Electronic check,84.5,4254.85,1,Yes,Maduro (36m+),1,1.72,Alto,1,1,2028.0,0.6282475124614985,1,Medio
7054-ENNGU,Female,0,Yes,No,9,DSL,Month-to-month,No,Mailed check,50.85,466.6,0,No,Nuevo (0-12m),1,5.65,Bajo,1,0,1220.4,0.4050613172706113,0,Medio
1455-HFBXA,Male,0,Yes,No,52,Fiber optic,Two year,Yes,Credit card (automatic),91.6,4627.8,0,No,Maduro (36m+),3,1.76,Alto,0,0,2198.4,0.12809704063081737,0,Bajo
9402-CXWPL,Female,0,No,No,70,Fiber optic,One year,No,Electronic check,98.9,6838.6,0,No,Maduro (36m+),3,1.41,Premium,0,1,2373.6,0.22848852701706338,0,Bajo
1628-BIZYP,Male,0,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,85.0,85.0,0,No,Nuevo (0-12m),2,85.0,Bajo,1,1,2040.0,0.9382255635507988,1,Alto
1965-AKTSX,Female,1,No,No,14,Fiber optic,Month-to-month,Yes,Electronic check,78.95,1101.85,1,Yes,En desarrollo (13-36m),1,5.64,Medio,1,1,1894.8,0.7869884437514572,1,Alto
0082-LDZUE,Male,0,No,No,1,DSL,Month-to-month,Yes,Mailed check,44.3,44.3,0,No,Nuevo (0-12m),0,44.3,Bajo,1,0,1063.2,0.7373730748232843,1,Alto
4786-UKSNZ,Male,0,No,No,1,No,Month-to-month,No,Mailed check,20.2,20.2,1,Yes,Nuevo (0-12m),0,20.2,Bajo,1,0,484.8,0.6106304003037709,1,Medio
5343-SGUBI,Female,0,No,No,52,Fiber optic,One year,Yes,Mailed check,80.2,4297.6,0,No,Maduro (36m+),1,1.54,Alto,0,0,1924.8,0.149079083627875,0,Bajo
0856-NAOES,Male,0,No,No,6,DSL,Month-to-month,No,Mailed check,60.9,414.1,0,No,Nuevo (0-12m),2,10.15,Bajo,1,0,1461.6,0.3150594382590156,0,Bajo
1976-AZZPJ,Male,0,Yes,No,7,DSL,Month-to-month,No,Mailed check,34.2,256.6,0,No,Nuevo (0-12m),2,4.89,Bajo,1,0,820.8,0.41206278227714904,0,Medio
7248-VZQLC,Female,1,No,No,47,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,1,Yes,Maduro (36m+),2,1.81,Alto,1,0,2044.8,0.6012425183190432,1,Medio
6156-UZDLF,Female,0,No,No,26,Fiber optic,One year,Yes,Credit card (automatic),87.15,2274.1,0,No,En desarrollo (13-36m),3,3.35,Alto,0,0,2091.6,0.17822954181753126,0,Bajo
3099-OONVS,Male,0,Yes,Yes,25,DSL,Month-to-month,No,Electronic check,54.3,1296.8,0,No,En desarrollo (13-36m),2,2.17,Medio,1,1,1303.2,0.2749825535786256,0,Bajo
9500-WBGRP,Male,0,No,No,69,No,Two year,Yes,Mailed check,19.1,1268.85,0,No,Maduro (36m+),0,0.28,Medio,0,0,458.4,0.04818033234271332,0,Bajo
5183-KLYEM,Female,0,No,No,72,Fiber optic,Two year,Yes,Credit card (automatic),112.75,8192.6,0,No,Maduro (36m+),6,1.57,Premium,0,0,2706.0,0.02105322033341979,0,Bajo
5144-PQCDZ,Male,0,No,No,4,No,Month-to-month,Yes,Mailed check,19.95,59.25,0,No,Nuevo (0-12m),0,4.99,Bajo,1,0,478.8,0.213287024658114,0,Bajo
8514-VZHEB,Male,0,Yes,Yes,59,No,Two year,No,Mailed check,19.5,1147.85,0,No,Maduro (36m+),0,0.33,Medio,0,0,468.0,0.05493742282644187,0,Bajo
6625-IUTTT,Male,0,No,No,67,DSL,Two year,No,Bank transfer (automatic),65.55,4361.55,0,No,Maduro (36m+),3,0.98,Alto,0,0,1573.2,0.04038897076389581,0,Bajo
9355-NPPFS,Female,1,No,No,26,Fiber optic,Month-to-month,Yes,Electronic check,78.8,2006.1,0,No,En desarrollo (13-36m),1,3.03,Alto,1,1,1891.2,0.6626344916251697,1,Medio
0068-FIGTF,Female,0,No,No,27,DSL,One year,No,Mailed check,78.2,2078.95,0,No,En desarrollo (13-36m),5,2.9,Alto,0,0,1876.8,0.21055358020731088,0,Bajo
5965-GGPRW,Male,0,Yes,Yes,72,Fiber optic,Two year,No,Bank transfer (automatic),105.25,7609.75,0,No,Maduro (36m+),4,1.46,Premium,0,0,2526.0,0.11667221219113538,0,Bajo
8035-PWSEV,Female,0,No,No,6,Fiber optic,Month-to-month,Yes,Electronic check,89.25,487.05,0,No,Nuevo (0-12m),3,14.88,Bajo,1,1,2142.0,0.8731485110907602,1,Alto
2236-HILPA,Male,0,Yes,Yes,62,No,Two year,No,Credit card (automatic),20.65,1218.45,0,No,Maduro (36m+),0,0.33,Medio,0,0,495.6,0.007408247985716021,0,Bajo
1840-BIUOG,Male,0,No,No,20,DSL,One year,Yes,Electronic check,68.7,1416.2,0,No,En desarrollo (13-36m),3,3.44,Medio,0,1,1648.8,0.20421559595211,0,Bajo
1356-MKYSK,Male,0,No,No,6,DSL,Month-to-month,No,Credit card (automatic),78.65,483.3,0,No,Nuevo (0-12m),5,13.11,Bajo,1,0,1887.6,0.40433755610467903,0,Medio
